YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2019-05,WEEKDAY,10,TRAIN,NS20,29970,47143
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,NS8,10798,7128
2019-05,WEEKDAY,13,TRAIN,NS8,19676,14489
2019-05,WEEKDAY,6,TRAIN,PW1,29,442
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,PW1,22,145
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,EW9,15058,11395
2019-05,WEEKDAY,12,TRAIN,EW9,20518,14509
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,NS7,11368,9930
2019-05,WEEKDAY,19,TRAIN,NS7,23870,26581
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,DT17,1022,2913
2019-05,WEEKDAY,9,TRAIN,DT17,4509,142814
2019-05,WEEKDAY,22,TRAIN,EW31,1338,1325
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,EW31,249,1211
2019-05,WEEKDAY,19,TRAIN,EW13-NS25,89365,58209
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,EW13-NS25,36213,17820
2019-05,WEEKDAY,13,TRAIN,EW31,1540,1182
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,EW31,1438,379
2019-05,WEEKDAY,15,TRAIN,CC15,31627,39118
2019-05,WEEKDAY,15,TRAIN,NS17,17154,10519
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,NS17,8355,5293
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,CC15,16937,18773
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,NS11,11108,19965
2019-05,WEEKDAY,19,TRAIN,NS11,37619,121795
2019-05,WEEKDAY,12,TRAIN,SW5,7596,7081
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,SW5,4909,3977
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,EW32,1330,498
2019-05,WEEKDAY,11,TRAIN,EW32,1589,1004
2019-05,WEEKDAY,16,TRAIN,PE4,1417,2233
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,PE4,996,1192
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,BP13,1142,1037
2019-05,WEEKDAY,17,TRAIN,BP13,2223,3482
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,EW18,9181,7874
2019-05,WEEKDAY,13,TRAIN,EW18,17404,15763
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,EW1,19641,7279
2019-05,WEEKDAY,10,TRAIN,EW1,33206,11889
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,DT13,6376,7645
2019-05,WEEKDAY,13,TRAIN,DT13,17592,12579
2019-05,WEEKDAY,14,TRAIN,NS4,5153,4609
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,NS4,2915,2507
2019-05,WEEKDAY,14,TRAIN,BP1,29086,31729
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,BP1,17286,17472
2019-05,WEEKDAY,20,TRAIN,BP10,2929,7048
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,BP10,1350,2431
2019-05,WEEKDAY,15,TRAIN,EW21,12452,7168
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,CC22,4843,3757
2019-05,WEEKDAY,15,TRAIN,CC22,20084,9457
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,EW21,5117,3992
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,NS7,15818,10017
2019-05,WEEKDAY,17,TRAIN,NS7,37807,29014
2019-05,WEEKDAY,0,TRAIN,CC12,154,607
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,CC12,30,358
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,DT20,3541,3946
2019-05,WEEKDAY,19,TRAIN,DT20,12378,15560
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,DT18,2759,1854
2019-05,WEEKDAY,20,TRAIN,DT18,31125,5577
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,PW3,306,1132
2019-05,WEEKDAY,7,TRAIN,PW3,796,3898
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,NE7,124,221
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,DT12,56,170
2019-05,WEEKDAY,0,TRAIN,NE7,134,228
2019-05,WEEKDAY,0,TRAIN,DT12,80,381
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,NE15,730,5537
2019-05,WEEKDAY,23,TRAIN,NE15,1215,12596
2019-05,WEEKDAY,5,TRAIN,DT22,640,0
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,DT22,173,1
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,SW3,836,224
2019-05,WEEKDAY,7,TRAIN,SW3,9929,2473
2019-05,WEEKDAY,23,TRAIN,BP8,830,1222
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,BP8,418,570
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,CC14,4324,1856
2019-05,WEEKDAY,11,TRAIN,CC14,7455,3253
2019-05,WEEKDAY,19,TRAIN,EW6,11136,36025
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,EW6,4713,7443
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,EW17,13391,11476
2019-05,WEEKDAY,10,TRAIN,EW17,25006,22418
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,NS5,1980,9258
2019-05,WEEKDAY,23,TRAIN,NS5,3558,19760
2019-05,WEEKDAY,10,TRAIN,EW32,1308,1318
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,EW32,1114,390
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,CC16,4083,3519
2019-05,WEEKDAY,16,TRAIN,CC16,13905,8816
2019-05,WEEKDAY,17,TRAIN,NE11,13441,5547
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,NE11,2929,2213
2019-05,WEEKDAY,15,TRAIN,BP1,28155,37385
2019-05,WEEKDAY,15,TRAIN,NS4,5369,4530
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,BP1,16925,17733
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,NS4,2934,2445
2019-05,WEEKDAY,11,TRAIN,EW14-NS26,56562,51788
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,EW14-NS26,7504,11754
2019-05,WEEKDAY,0,TRAIN,CC14,50,633
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,CC14,18,304
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,DT29,2373,3559
2019-05,WEEKDAY,19,TRAIN,DT29,5845,17760
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,BP3,2977,1041
2019-05,WEEKDAY,10,TRAIN,BP3,4772,1818
2019-05,WEEKDAY,17,TRAIN,NS8,35277,39478
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,NS8,11372,10968
2019-05,WEEKDAY,19,TRAIN,NS4,7560,8693
2019-05,WEEKDAY,19,TRAIN,BP1,32317,89467
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,BP1,13492,21520
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,NS4,2880,2310
2019-05,WEEKDAY,17,TRAIN,CC27,36164,3019
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,CC27,1724,1139
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,EW16,3353,2646
2019-05,WEEKDAY,17,TRAIN,EW16,27957,6034
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,NE3,9182,6403
2019-05,WEEKDAY,17,TRAIN,NE3,75079,17160
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,DT9,261,274
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,CC19,1868,1402
2019-05,WEEKDAY,21,TRAIN,CC19,4094,3493
2019-05,WEEKDAY,21,TRAIN,DT9,827,855
2019-05,WEEKDAY,6,TRAIN,NS11,113730,26597
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,NS11,10941,3576
2019-05,WEEKDAY,11,TRAIN,NS17,17383,5456
2019-05,WEEKDAY,11,TRAIN,CC15,24410,26917
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,CC15,15229,15977
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,NS17,10963,3294
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,EW25,5493,6357
2019-05,WEEKDAY,14,TRAIN,EW25,4558,5668
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,DT25,2022,1025
2019-05,WEEKDAY,12,TRAIN,DT25,2757,2390
2019-05,WEEKDAY,14,TRAIN,CC11,12330,13495
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,CC11,5849,4165
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,DT25,1529,1111
2019-05,WEEKDAY,9,TRAIN,DT25,5541,5120
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,NE9,13729,8330
2019-05,WEEKDAY,12,TRAIN,NE9,25807,16974
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,EW21,2093,4379
2019-05,WEEKDAY,8,TRAIN,CC22,16895,83704
2019-05,WEEKDAY,8,TRAIN,EW21,17139,35940
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,CC22,2720,4698
2019-05,WEEKDAY,20,TRAIN,NS13,46273,98885
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,NS13,19776,33952
2019-05,WEEKDAY,5,TRAIN,CC27,88,96
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,CC27,29,2
2019-05,WEEKDAY,8,TRAIN,EW14-NS26,12065,417934
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,EW14-NS26,2297,10314
2019-05,WEEKDAY,19,TRAIN,NS3,15883,44083
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,NS3,7022,9920
2019-05,WEEKDAY,13,TRAIN,PE3,7076,7045
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,PE3,3995,3135
2019-05,WEEKDAY,19,TRAIN,BP10,3489,10199
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,BP10,1507,2400
2019-05,WEEKDAY,10,TRAIN,PW7,2087,1104
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,PW7,1322,602
2019-05,WEEKDAY,8,TRAIN,EW2,73812,43750
2019-05,WEEKDAY,8,TRAIN,DT32,71619,26756
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,EW2,12428,8729
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,DT32,6910,5207
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,DT21,2704,3274
2019-05,WEEKDAY,11,TRAIN,DT21,5830,7189
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,NE5,7048,7280
2019-05,WEEKDAY,15,TRAIN,NE5,12699,12143
2019-05,WEEKDAY,21,TRAIN,NS16,39044,81398
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,NS16,15651,33220
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,NS16,16712,32000
2019-05,WEEKDAY,20,TRAIN,NS16,40148,84621
2019-05,WEEKDAY,14,TRAIN,PW1,463,923
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,PW1,752,899
2019-05,WEEKDAY,22,TRAIN,NS23,67052,12085
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,NS23,29794,5728
2019-05,WEEKDAY,16,TRAIN,CC27,8731,2351
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,CC27,1476,1032
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,CC12,1004,2456
2019-05,WEEKDAY,21,TRAIN,CC12,2611,6447
2019-05,WEEKDAY,0,TRAIN,PE3,49,681
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,PE3,39,345
2019-05,WEEKDAY,6,TRAIN,NS27,293,4752
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,CE2,27,39
2019-05,WEEKDAY,6,TRAIN,CE2,100,180
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,NS27,120,356
2019-05,WEEKDAY,20,TRAIN,CC23,23669,2820
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,CC23,2050,797
2019-05,WEEKDAY,22,TRAIN,DT10,2083,3468
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,DT10,975,1358
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,NS2,15734,13464
2019-05,WEEKDAY,13,TRAIN,NS2,22661,21104
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,PW5,1282,1077
2019-05,WEEKDAY,13,TRAIN,PW5,5521,3109
2019-05,WEEKDAY,7,TRAIN,CC16,27484,43146
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,CC16,2636,3179
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,NE13,12173,11531
2019-05,WEEKDAY,16,TRAIN,NE13,19395,25624
2019-05,WEEKDAY,15,TRAIN,NE15,9846,15169
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,NE15,7471,8183
2019-05,WEEKDAY,11,TRAIN,CC29,9917,47385
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,CC29,7190,35509
2019-05,WEEKDAY,11,TRAIN,NE1,11964,16720
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,NE1,6143,9002
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,NE8,19622,25668
2019-05,WEEKDAY,13,TRAIN,NE8,34531,28348
2019-05,WEEKDAY,21,TRAIN,EW26,12090,45329
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,EW26,6404,18327
2019-05,WEEKDAY,23,TRAIN,CC25,1064,2504
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,CC25,418,1232
2019-05,WEEKDAY,13,TRAIN,NE9,23130,20054
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,NE9,12689,9290
2019-05,WEEKDAY,22,TRAIN,NS22,81780,12516
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,NS22,40627,6176
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,NS2,13288,13864
2019-05,WEEKDAY,15,TRAIN,NS2,22644,25490
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,CC7,4564,4870
2019-05,WEEKDAY,18,TRAIN,CC7,19565,21308
2019-05,WEEKDAY,0,TRAIN,SW4,23,131
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,SW4,9,78
2019-05,WEEKDAY,16,TRAIN,BP7,1554,2294
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,BP7,819,795
2019-05,WEEKDAY,20,TRAIN,DT22,9579,10869
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,DT22,9455,5460
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,DT24,2512,1390
2019-05,WEEKDAY,8,TRAIN,DT24,19954,9412
2019-05,WEEKDAY,10,TRAIN,PE4,1309,576
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,PE4,975,561
2019-05,WEEKDAY,8,TRAIN,NS10,135663,44333
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,NS10,18940,7565
2019-05,WEEKDAY,5,TRAIN,DT21,62,1
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,DT21,132,0
2019-05,WEEKDAY,7,TRAIN,NE12,77806,31879
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,NE12,8209,3777
2019-05,WEEKDAY,7,TRAIN,CC13,63682,27015
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,CC13,7503,4301
2019-05,WEEKDAY,17,TRAIN,SW3,2611,4275
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,SW3,1183,1227
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,EW30,0,125
2019-05,WEEKDAY,0,TRAIN,EW30,0,86
2019-05,WEEKDAY,21,TRAIN,DT18,20934,3379
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,DT18,2779,1407
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,DT34,1710,1671
2019-05,WEEKDAY,14,TRAIN,DT34,2948,3951
2019-05,WEEKDAY,17,TRAIN,EW5,57744,62719
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,EW5,21795,25061
2019-05,WEEKDAY,15,TRAIN,BP5,2692,2318
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,BP5,1285,813
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,NE13,6883,5603
2019-05,WEEKDAY,7,TRAIN,NE13,53041,20477
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,EW26,15937,20183
2019-05,WEEKDAY,18,TRAIN,EW26,53522,99600
2019-05,WEEKDAY,9,TRAIN,SW1,1871,2155
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,SW1,711,520
2019-05,WEEKDAY,19,TRAIN,DT18,60564,13588
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,DT18,2671,3030
2019-05,WEEKDAY,0,TRAIN,CC24,72,188
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,CC24,26,88
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,DT30,170,9
2019-05,WEEKDAY,5,TRAIN,DT30,1328,79
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,BP3,2202,2064
2019-05,WEEKDAY,15,TRAIN,BP3,3140,4695
2019-05,WEEKDAY,20,TRAIN,NS23,60166,29066
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,NS23,27621,12952
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,NS23,371,168
2019-05,WEEKDAY,0,TRAIN,NS23,729,336
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,NS18,1962,9788
2019-05,WEEKDAY,22,TRAIN,NS18,5290,21352
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,BP13,1339,994
2019-05,WEEKDAY,12,TRAIN,BP13,2060,1648
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,SE3,425,9
2019-05,WEEKDAY,5,TRAIN,SE3,1952,48
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,NE5,121,107
2019-05,WEEKDAY,0,TRAIN,NE5,192,79
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,EW10,7676,9641
2019-05,WEEKDAY,19,TRAIN,EW10,12294,32203
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,NS5,16167,17501
2019-05,WEEKDAY,17,TRAIN,NS5,48774,59515
2019-05,WEEKDAY,18,TRAIN,EW4,49777,38248
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,EW4,9642,9770
2019-05,WEEKDAY,17,TRAIN,CC24,83324,10837
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,CC24,6947,2870
2019-05,WEEKENDS/HOLIDAY,19,TRAIN,CC6,8089,10602
2019-05,WEEKDAY,19,TRAIN,CC6,12665,24939
2019-05,WEEKDAY,8,TRAIN,CC10,20630,66168
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,DT26,1868,1060
2019-05,WEEKDAY,8,TRAIN,DT26,13749,7586
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,CC10,3732,5286
2019-05,WEEKDAY,18,TRAIN,NS9,90315,176653
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,NS9,28528,37981
2019-05,WEEKDAY,20,TRAIN,EW10,8747,21598
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,EW10,6124,8607
2019-05,WEEKDAY,20,TRAIN,NE17-PTC,32802,62605
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,NE17-PTC,19482,22499
2019-05,WEEKENDS/HOLIDAY,10,TRAIN,NE9,13201,6739
2019-05,WEEKDAY,10,TRAIN,NE9,23775,13899
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,DT29,1569,4221
2019-05,WEEKDAY,20,TRAIN,DT29,3553,12237
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,CC8,2008,4262
2019-05,WEEKDAY,22,TRAIN,CC8,4209,8758
2019-05,WEEKDAY,17,TRAIN,DT28,24544,13892
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,DT28,7103,5407
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,EW24-NS1,954,2830
2019-05,WEEKDAY,0,TRAIN,EW24-NS1,1800,3966
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,DT5,262,88
2019-05,WEEKDAY,5,TRAIN,DT5,1408,299
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,NS3,9384,8876
2019-05,WEEKDAY,14,TRAIN,NS3,14348,15576
2019-05,WEEKDAY,11,TRAIN,NS5,25278,13637
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,NS5,17112,8592
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,NS16,25686,30608
2019-05,WEEKDAY,16,TRAIN,NS16,46842,61036
2019-05,WEEKDAY,5,TRAIN,SE5,868,405
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,SE5,236,54
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,DT23,1581,1271
2019-05,WEEKDAY,12,TRAIN,DT23,4776,3623
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,DT29,3080,2295
2019-05,WEEKDAY,14,TRAIN,DT29,4211,4038
2019-05,WEEKDAY,8,TRAIN,NE9,56199,50624
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,NE9,9549,5977
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,CC26,1797,1361
2019-05,WEEKDAY,20,TRAIN,CC26,6982,2817
2019-05,WEEKDAY,14,TRAIN,BP12,5582,3146
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,BP12,1426,1336
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,BP10,2286,1340
2019-05,WEEKDAY,8,TRAIN,BP10,9455,3145
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,NE8,269,381
2019-05,WEEKDAY,0,TRAIN,NE8,318,671
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,DT18,3133,3262
2019-05,WEEKDAY,13,TRAIN,DT18,24991,25506
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,DT6,18,268
2019-05,WEEKDAY,0,TRAIN,DT6,29,510
2019-05,WEEKDAY,9,TRAIN,CC28,6665,11655
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,CC28,2127,959
2019-05,WEEKDAY,23,TRAIN,CC20,590,1886
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,CC20,310,958
2019-05,WEEKENDS/HOLIDAY,15,TRAIN,EW9,13265,12145
2019-05,WEEKDAY,15,TRAIN,EW9,18553,17430
2019-05,WEEKDAY,8,TRAIN,EW33,4035,11463
2019-05,WEEKENDS/HOLIDAY,8,TRAIN,EW33,1700,2016
2019-05,WEEKDAY,5,TRAIN,NS16,19680,3378
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,NS16,3993,430
2019-05,WEEKDAY,23,TRAIN,DT27,943,3142
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,DT27,441,2024
2019-05,WEEKDAY,17,TRAIN,SE3,2760,4826
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,SE3,1790,1699
2019-05,WEEKDAY,16,TRAIN,NE15,10596,17483
2019-05,WEEKENDS/HOLIDAY,16,TRAIN,NE15,7381,8189
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,DT14,12005,12506
2019-05,WEEKDAY,14,TRAIN,DT14,18357,17692
2019-05,WEEKENDS/HOLIDAY,14,TRAIN,EW12,32159,39332
2019-05,WEEKDAY,14,TRAIN,EW12,43677,46361
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,CC20,3175,2386
2019-05,WEEKDAY,12,TRAIN,CC20,5851,4519
2019-05,WEEKDAY,18,TRAIN,DT24,11570,16560
2019-05,WEEKENDS/HOLIDAY,18,TRAIN,DT24,2813,2990
2019-05,WEEKDAY,17,TRAIN,EW30,21119,1437
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,EW30,3478,743
2019-05,WEEKDAY,11,TRAIN,SW7,2840,1531
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,SW7,2113,984
2019-05,WEEKDAY,21,TRAIN,NE7,28864,16597
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,DT12,3910,1880
2019-05,WEEKDAY,21,TRAIN,DT12,5424,3150
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,NE7,21118,8759
2019-05,WEEKDAY,11,TRAIN,DT16,516,5189
2019-05,WEEKDAY,11,TRAIN,CE1,13420,26789
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,DT16,572,7853
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,CE1,9423,20510
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,BP11,879,79
2019-05,WEEKDAY,5,TRAIN,BP11,4454,252
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,CC8,4234,4503
2019-05,WEEKDAY,17,TRAIN,CC8,12610,11865
2019-05,WEEKDAY,23,TRAIN,CC5,1950,2389
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,CC5,1142,1160
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,PE6,4216,3622
2019-05,WEEKDAY,13,TRAIN,PE6,7141,7754
2019-05,WEEKDAY,20,TRAIN,NS14,17222,51721
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,NS14,6535,14274
2019-05,WEEKDAY,5,TRAIN,CC28,1529,64
2019-05,WEEKENDS/HOLIDAY,5,TRAIN,CC28,197,7
2019-05,WEEKENDS/HOLIDAY,11,TRAIN,EW33,1515,762
2019-05,WEEKDAY,11,TRAIN,EW33,1874,1494
2019-05,WEEKENDS/HOLIDAY,7,TRAIN,CC25,2010,3157
2019-05,WEEKDAY,7,TRAIN,CC25,12263,20263
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,DT21,3050,4175
2019-05,WEEKDAY,13,TRAIN,DT21,7560,8190
2019-05,WEEKDAY,22,TRAIN,NS8,9478,23453
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,NS8,4818,8918
2019-05,WEEKENDS/HOLIDAY,23,TRAIN,CC3,2783,468
2019-05,WEEKDAY,23,TRAIN,CC3,5184,635
2019-05,WEEKENDS/HOLIDAY,0,TRAIN,DT23,21,131
2019-05,WEEKDAY,0,TRAIN,DT23,52,367
2019-05,WEEKENDS/HOLIDAY,6,TRAIN,DT22,1699,1018
2019-05,WEEKDAY,6,TRAIN,DT22,5307,2653
2019-05,WEEKDAY,17,TRAIN,EW26,51987,56465
2019-05,WEEKENDS/HOLIDAY,17,TRAIN,EW26,18241,19784
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,EW8,19801,9958
2019-05,WEEKENDS/HOLIDAY,21,TRAIN,CC9,8858,7456
2019-05,WEEKDAY,21,TRAIN,CC9,21844,17561
2019-05,WEEKDAY,21,TRAIN,EW8,47463,19688
2019-05,WEEKDAY,22,TRAIN,EW9,12629,32233
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,EW9,7196,14992
2019-05,WEEKENDS/HOLIDAY,20,TRAIN,EW17,9862,13633
2019-05,WEEKDAY,20,TRAIN,EW17,24562,42455
2019-05,WEEKDAY,12,TRAIN,DT11,29297,27835
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,DT11,17360,16004
2019-05,WEEKENDS/HOLIDAY,12,TRAIN,NS21,17037,17468
2019-05,WEEKDAY,12,TRAIN,NS21,43630,31962
2019-05,WEEKENDS/HOLIDAY,13,TRAIN,NS14,13268,9594
2019-05,WEEKDAY,13,TRAIN,NS14,26867,19502
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,EW23,10668,17066
2019-05,WEEKDAY,22,TRAIN,EW23,27280,38387
2019-05,WEEKENDS/HOLIDAY,22,TRAIN,NE8,24856,11688
2019-05,WEEKDAY,22,TRAIN,NE8,34601,24182
2019-05,WEEKENDS/HOLIDAY,9,TRAIN,NS23,4531,17071
